#stno	yyyymmdd	TX01	WD01	WD02	SS02	GR01
467420	20031030	23.3	1.8	350	90.8	14.75
467420	20031031	24	1.9	10	90.1	15.08
467420	20031101	25.1	2.4	350	67	11.98
467420	20031102	24.1	2.6	360	0	1.63
467420	20031103	23.9	5	360	12.6	3.69
467420	20031104	24.8	1.9	360	88.9	14.91
467420	20031105	24.1	2.3	10	89.9	14.81
467420	20031106	25.4	1.9	10	84.7	14.38
467420	20031107	25.6	1.6	20	46.9	11.1
467420	20031108	25.3	1.5	320	58.7	10.53
467420	20031109	25	2	360	45.2	9.89
467420	20031110	24.1	3.3	10	70.7	11.73
467420	20031111	22.3	4.6	360	72.6	13.05
467420	20031112	20.6	4.7	10	42.7	8.96
467420	20031113	21.5	2.5	10	77.4	12.84
467420	20031114	22.4	1.1	250	54.7	10.4
467420	20031115	23	2.6	360	59.3	10.18
467420	20031116	23.9	1.6	10	0.9	5.3
467420	20031117	23.4	3	10	4.6	6.47
467420	20031118	24	1.9	360	84.3	12.56
467420	20031119	25	2.5	10	67	11.77
467420	20031120	24.9	1.6	320	68	10.83
467420	20031121	24.7	4.2	360	54.3	10.5
467420	20031122	18.5	3.3	360	0	1.53
467420	20031123	20.9	1.4	360	0	5.24
467420	20031124	22.9	3.2	10	73.8	11.84
467420	20031125	22.7	2.9	10	85	13.78
467420	20031126	22.8	2.2	360	34.2	8.88
467420	20031127	21.8	3.3	360	75.9	12.19
467420	20031128	20.7	4.6	360	80.6	12.79
467420	20031129	18.4	6.8	360	73.3	11.58
467420	20031130	16.5	4.3	10	44.6	9.1
467420	20031201	17.3	2.1	10	79	11.48
467420	20031202	17.9	3	10	91.1	12.96
467420	20031203	18.7	1.3	270	91.2	13.17
467420	20031204	19.9	2.1	330	93.1	12.77
467420	20031205	21.3	2.4	340	80.1	13.65
467420	20031206	22.2	3.5	10	58.7	12.18
467420	20031207	19.2	3.9	360	52.3	9.91
467420	20031208	19.8	1.7	10	62.5	11.16
467420	20031209	20.4	3	360	67.3	10.85
467420	20031210	20	2.9	10	86	11.76
467420	20031211	19.7	5.3	360	33.7	7.7
467420	20031212	16	5.6	10	4.7	6.52
467420	20031213	15.8	4.1	10	36.5	7.07
467420	20031214	15.1	4.3	360	91.7	13.38
467420	20031215	15.1	2.3	10	88	12.08
467420	20031216	16	1.2	320	92.7	12.39
467420	20031217	17.4	1.9	350	14	6.28
467420	20031218	17.5	3.2	360	20.6	5.75
467420	20031219	14.5	6.9	360	50.6	9.75
467420	20031220	12.9	3.4	10	29	7.12
467420	20031221	15.2	2.6	10	91.8	11.9
467420	20031222	16.7	2.4	360	94.6	12.4
467420	20031223	17.9	1.9	340	95.6	12.27
467420	20031224	18.7	2	10	92.7	11.72
467420	20031225	18.8	2.6	10	78.7	11.38
467420	20031226	16.7	5	360	63.7	9.88
467420	20031227	14.6	2.9	10	85.2	10.85
467420	20031228	16.4	2.2	360	88	11.85
467420	20031229	17.1	3.7	10	93.5	13.67
467420	20031230	18.1	2.7	30	96.3	13.31
467420	20031231	18.6	3.5	360	92.5	12.3
467420	20040101	18.5	3.1	10	37.4	8.53
467420	20040102	19.4	3.8	10	90.6	12.59
467420	20040103	18.3	2.7	10	28	8.44
467420	20040104	19.9	2.5	10	64.4	9.81
467420	20040105	20.6	2.6	20	83.9	11.2
467420	20040106	20	2.9	360	70.8	11.18
467420	20040107	19	3.4	10	81.9	11.52
467420	20040108	19.1	3.4	10	69.8	11.56
467420	20040109	19.5	2.9	10	81.8	12.29
467420	20040110	19.7	2.2	10	79.9	10.56
467420	20040111	19.5	4.5	360	45.5	9.67
467420	20040112	16.5	5.3	360	15.8	5.85
467420	20040113	14.5	4.7	10	43.5	9.03
467420	20040114	16.8	1.8	360	87	11.9
467420	20040115	17.3	2.3	360	87.8	11.62
467420	20040116	19.4	3.4	10	75.7	12.27
467420	20040117	16.8	4.7	360	69.2	12.63
467420	20040118	17.5	4.3	10	83.8	13.2
467420	20040119	14.2	4.3	10	0	2.73
467420	20040120	14.5	4.3	10	59.7	11.98
467420	20040121	12.1	6.8	360	56.9	12.92
467420	20040122	11.9	3.5	10	7.3	4.95
467420	20040123	13.1	5.3	360	32.1	7.54
467420	20040124	11.3	8.1	10	65.9	13.12
467420	20040125	10.8	3.3	10	85.9	13.15
467420	20040126	14.1	3.4	10	90.3	14.49
467420	20040127	14.9	5.8	360	48.3	12.24
467420	20040128	14.3	3	350	74.6	12.95
467420	20040129	16.2	3.4	10	3.6	6.33
467420	20040130	17	4.1	10	93.4	15.27
467420	20040131	17.2	2.7	350	62.5	13.02
467420	20040201	18.5	2.2	360	80.5	14.36
467420	20040202	18.4	3.2	10	82.2	12.38
467420	20040203	14.8	5.1	360	4.5	5.94
467420	20040204	13.3	4.8	360	3.6	4.06
467420	20040205	11.1	4.4	10	0	1.98
467420	20040206	12.7	2.5	360	0	1.84
467420	20040207	11.8	4	10	0	2.8
467420	20040208	12.5	4.1	10	0	2.98
467420	20040209	13.2	6.1	10	17.9	6.46
467420	20040210	14.9	2.1	10	83.8	15.79
467420	20040211	15.3	2.3	350	90.8	16.04
467420	20040212	16.3	2.2	10	71.1	14.78
467420	20040213	16	2.6	340	56.8	12.21
467420	20040214	17.3	2.8	10	66.4	14.15
467420	20040215	18.6	1.5	330	85.7	15.07
467420	20040216	18.6	1.6	290	75.9	15.05
467420	20040217	18.7	1.4	300	69.6	14.15
467420	20040218	18.7	1.7	30	80.9	14.61
467420	20040219	19.5	2.2	340	88.6	15.99
467420	20040220	19.4	2.2	10	65.7	13.41
467420	20040221	20.3	1.9	340	32.3	10.59
467420	20040222	21.7	3.4	360	91.6	15.88
467420	20040223	20.1	3	10	68.8	14.04
467420	20040224	20	3.4	350	53	13.59
467420	20040225	20.4	4	350	93.7	16.42
467420	20040226	20	2.7	350	89.2	15.38
467420	20040227	20.3	1.9	360	88.2	15.65
467420	20040228	22	2.4	200	91.5	16.06
467420	20040229	23.4	4.1	200	87.1	16
467420	20040301	23.5	2.3	320	87	16.85
467420	20040302	18.4	3.6	360	14.6	5.52
467420	20040303	16	6.5	10	35.2	9.23
467420	20040304	15.2	3.8	360	4.3	6.22
467420	20040305	17.4	3.2	10	68.4	13.62
467420	20040306	16.4	4.3	360	14.5	4
467420	20040307	15.3	4.1	360	45.1	11.58
467420	20040308	16.2	2.5	10	89.3	17.12
467420	20040309	18.4	1.8	10	89.1	16.76
467420	20040310	22	2.6	210	88.9	17.52
467420	20040311	23.6	2.4	210	-9997	14.98
467420	20040312	23.2	2.4	350	59.9	12.83
467420	20040313	20.8	3.4	360	47.2	10.98
467420	20040314	20.9	4	360	79.8	15.65
467420	20040315	20.4	2.7	360	62.1	14.64
467420	20040316	22.3	2.4	10	81.2	14.85
467420	20040317	23.7	2.3	340	82.7	15.09
467420	20040318	21.2	4.3	360	33.4	10.98
467420	20040319	19.6	3.9	360	47.4	11.93
467420	20040320	20.5	4.5	360	64	15.34
467420	20040321	20.5	4.1	10	72.1	15.8
467420	20040322	19.6	4.6	10	64.6	14.58
467420	20040323	19.8	3.2	360	38.8	10.65
467420	20040324	21.1	2.9	360	75.9	13.73
467420	20040325	20.6	3.4	360	20.6	8.42
467420	20040326	16.4	3.5	360	0	0.58
467420	20040327	18.4	2.9	360	8.2	6.49
467420	20040328	20.1	3.2	360	44.2	12.08
467420	20040329	21.9	2.3	10	63.7	12.23
467420	20040330	21.3	2.1	350	13.9	4.91
467420	20040331	20.5	1.9	340	0	2.25
467420	20040401	23.3	3.5	10	52.8	13.39
467420	20040402	21.9	2.6	360	14.6	8.72
467420	20040403	18.9	2.3	10	0	0.47
467420	20040404	19.3	4	10	80	18.92
467420	20040405	19.2	2.7	10	84.7	20.57
467420	20040406	22.1	1.7	340	79.7	19.62
467420	20040407	24.7	2.1	230	59.5	17.02
467420	20040408	19.1	5.1	360	16	10.83
467420	20040409	20.4	2.4	10	52.8	14.99
467420	20040410	22.9	1.6	320	69.5	17.48
467420	20040411	24.2	1.9	250	90.1	21.03
467420	20040412	25.5	2	240	82.8	19.74
467420	20040413	25.7	2.1	310	77.9	18.4
467420	20040414	24.9	3.3	350	57.1	17.08
467420	20040415	22.2	3	10	4.8	8.04
467420	20040416	23.5	3.1	350	82.3	20.72
467420	20040417	24.2	1.5	140	27.6	9.85
467420	20040418	25.3	4.2	160	3.2	5.62
467420	20040419	25.5	2.2	250	83.4	20.44
467420	20040420	26	2	300	90.3	21.85
467420	20040421	26.6	2	240	90.2	21.22
467420	20040422	27.2	2.7	250	86.1	20.56
467420	20040423	26.9	2.2	260	68	16.72
467420	20040424	23.8	3.7	10	50.7	16.76
467420	20040425	23.5	3.7	360	77.1	18.21
467420	20040426	25.7	1.2	240	78.6	19.01
467420	20040427	25.9	1.1	10	48.9	14.69
467420	20040428	25.3	1	240	35.7	13.95
467420	20040429	25.6	0.9	300	74.3	17.51
467420	20040430	26.4	0.9	240	85.8	20.7
467420	20040501	28	2	210	91.9	21.6
467420	20040502	28.4	1.3	10	43.9	15.33
467420	20040503	29.1	2.3	230	88.5	22.43
467420	20040504	27.9	2.6	160	54.6	17.42
467420	20040505	25.3	2.7	10	48.4	18.06
467420	20040506	25.6	3	10	74.4	20.89
467420	20040507	25.9	1.9	10	35.2	10.63
467420	20040508	28.1	3.7	180	76.4	18.62
467420	20040509	27.5	1.9	260	43.5	15.86
467420	20040510	27.5	1	300	93	24.14
467420	20040511	28	1.4	260	77.7	20.29
467420	20040512	28.8	3.9	190	89.7	23.09
467420	20040513	29.4	2.5	170	76.7	23.2
467420	20040514	28.4	1	30	41	14.29
467420	20040515	28.5	0.7	280	40.9	14.77
467420	20040516	29	1.5	250	72.7	19.02
467420	20040517	28.6	2.6	10	50.7	15.87
467420	20040518	28	2.7	10	86.1	22.08
467420	20040519	28.2	2.6	340	66.4	19.33
467420	20040520	26.6	2.5	180	4.5	4.88
467420	20040521	26.2	2.1	30	20.3	10.99
467420	20040522	24.7	1	20	5.3	6.38
467420	20040523	26.3	0.9	30	0.8	5.42
467420	20040524	27.4	1.1	340	42	12.77
467420	20040525	28.1	1.7	20	52.5	17.29
467420	20040526	28.4	2.9	190	67.4	19.79
467420	20040527	28.6	2.2	130	71.1	19.05
467420	20040528	28.7	1.9	210	60.6	15.52
467420	20040529	28.9	2.4	180	44.8	17.47
467420	20040530	29.3	3.2	200	70.9	21.76
467420	20040531	29.6	1.8	250	76.1	23.95
467420	20040601	29.3	2.5	30	67.9	20.75
467420	20040602	29.3	2.4	40	68.5	21.46
467420	20040603	28.5	1.7	30	48.4	14.52
467420	20040604	27	1.5	40	39.4	13.21
467420	20040605	27.8	1.2	290	41.6	15.06
467420	20040606	27.9	1.3	230	78	22.61
467420	20040607	28	2	340	60.2	21.93
467420	20040608	28.1	2	40	29.7	13.92
467420	20040609	27.1	3.6	30	15.6	13.17
467420	20040610	27.3	1.9	60	32.6	15.27
467420	20040611	28.6	1.8	40	44.5	17.02
467420	20040612	29.3	1.5	340	65.2	21.03
467420	20040613	28.5	2.6	240	73.4	20.64
467420	20040614	28	1.8	290	44.5	14.04
467420	20040615	28.4	2.1	350	60	17.97
467420	20040616	28.6	1.9	290	69.6	20.05
467420	20040617	29	2.2	270	71.1	21.19
467420	20040618	28.9	1.5	280	40	13.08
467420	20040619	29.3	2	280	62.9	19.15
467420	20040620	29.3	2.6	270	31.8	13.11
467420	20040621	29.3	2.9	270	-9999	16.12
467420	20040622	29	3.2	220	41.5	15.75
467420	20040623	30	4	240	84.4	24.86
467420	20040624	29.9	4.3	200	56.3	17.59
467420	20040625	29.2	3.9	220	41.5	13.44
467420	20040626	30.1	2.7	280	72.6	21.55
467420	20040627	30.1	2.3	30	36.3	15.15
467420	20040628	30.7	2.3	350	67.4	20.91
467420	20040629	30.7	1.8	200	40.8	15.03
467420	20040630	30.6	1.7	280	41.5	13.83
467420	20040701	29.7	2.1	210	9.6	8.61
467420	20040702	26.4	7.8	150	0	0.17
467420	20040703	27.7	7.1	90	0	0.98
467420	20040704	28.8	5.6	160	0	3.82
467420	20040705	28.7	3.5	90	23	12.64
467420	20040706	29.6	3.1	50	69.9	21.47
467420	20040707	29.7	2.8	100	61	17.84
467420	20040708	29.3	1.9	170	55.8	19.21
467420	20040709	29.1	1.5	240	27.5	12.62
467420	20040710	29.5	1.2	210	68.5	21.67
467420	20040711	29	1.8	170	76.8	22.81
467420	20040712	29.6	1.9	240	82.8	26.08
467420	20040713	29.7	1.6	270	81.4	24.44
467420	20040714	29.7	1.7	350	76.2	23.25
467420	20040715	29.5	2.6	280	52.3	16.68
467420	20040716	27.9	1.2	10	35.9	12.09
467420	20040717	27.1	1.2	10	34.4	12.07
467420	20040718	25.5	2.2	140	0	7.21
467420	20040719	28.4	3.3	130	84.8	24.55
467420	20040720	29.5	1.9	360	62.3	21
467420	20040721	29.2	1.5	140	69.9	20.23
467420	20040722	29.3	1.4	320	76.7	22
467420	20040723	29.1	1.5	250	70	21.83
467420	20040724	28.3	1.5	30	63.3	19.97
467420	20040725	28.9	1.8	30	57.4	18.35
467420	20040726	27.7	1.1	20	0.8	6.03
467420	20040727	26.6	2.3	220	1.5	5.85
467420	20040728	27.9	2.2	280	25.7	12.32
467420	20040729	28.1	1.6	20	35.6	14.05
467420	20040730	28.2	1.8	30	75.2	22.55
467420	20040731	28.8	1.7	20	88.9	23.63
467420	20040801	29.6	1.3	320	91.3	23.41
467420	20040802	28.2	1.3	210	41.1	15.03
467420	20040803	27	1.7	220	16.8	7.34
467420	20040804	28.3	2	290	67.2	18.39
467420	20040805	28	1.4	50	46.7	14.77
467420	20040806	28.9	1.8	80	88.1	21.68
467420	20040807	29.9	1.2	60	81.3	20.62
467420	20040808	30	1.9	10	54.5	17.13
467420	20040809	30.1	1.6	130	63.1	17.57
467420	20040810	30	2.3	100	73.2	20.4
467420	20040811	29.5	3.7	360	40.9	14.09
467420	20040812	29.1	4.2	260	50.2	16.87
467420	20040813	28.8	4.3	200	33.3	11.29
467420	20040814	29.5	3.4	220	84.5	21.81
467420	20040815	29.7	2	60	72.2	19.73
467420	20040816	29.6	1.3	240	29.5	12.24
467420	20040817	30.1	2.3	80	62.3	17.11
467420	20040818	30.1	2.2	340	61.6	18.39
467420	20040819	29.7	2.4	240	53.1	15.84
467420	20040820	28	1.2	350	34.4	11.99
467420	20040821	28.5	1.3	260	66.6	19.66
467420	20040822	29	2.1	60	73.2	17.39
467420	20040823	29.7	5.1	80	71.5	19.93
467420	20040824	28.7	6.3	80	11	6.83
467420	20040825	26.9	2.8	260	0	3.32
467420	20040826	27.4	4.5	250	26.9	11.19
467420	20040827	28.2	3.7	300	32.5	13.76
467420	20040828	27.7	3.1	290	30.1	10.72
467420	20040829	28.4	2.3	360	31.8	12.87
467420	20040830	29.4	1.9	360	65.2	18.43
467420	20040831	29.2	1.2	40	59	16.65
467420	20040901	29.9	1.7	140	85.4	19.52
467420	20040902	29.8	1.6	100	64.8	17.14
467420	20040903	29.8	1.7	180	56.1	16.21
467420	20040904	29.3	2.1	120	59.4	15.44
467420	20040905	28.8	2.5	150	47.4	16.11
467420	20040906	29.4	1.2	130	60.4	16.65
467420	20040907	28.8	2.9	310	54.9	17.4
467420	20040908	27.3	4.1	300	30.7	12.93
467420	20040909	26.3	3.1	340	6.5	8.79
467420	20040910	25.8	4.6	340	12.2	8.26
467420	20040911	25.1	4.3	160	0	0.03
467420	20040912	25.6	4.8	180	9.8	10.6
467420	20040913	27.2	1.4	150	87.3	20.61
467420	20040914	27.4	3.5	340	54	16.67
467420	20040915	25.4	2.4	340	0	2.79
467420	20040916	27.3	1.9	20	45.1	11.16
467420	20040917	28.5	2.2	200	86.3	19.6
467420	20040918	28.2	1.5	180	72.5	18.83
467420	20040919	28.2	1.5	150	83.4	18.15
467420	20040920	28	1.3	150	61.2	14.32
467420	20040921	28	1.1	160	73.7	16.68
467420	20040922	27.6	1.4	180	68.1	15.99
467420	20040923	27	1.8	180	58.2	14.34
467420	20040924	26.6	2.1	210	37.5	10.45
467420	20040925	27.3	1.6	200	83.5	17.76
467420	20040926	27.6	2.2	220	75.3	16.71
467420	20040927	27.1	3	210	66.2	14.84
467420	20040928	28.2	1	50	81.4	17.88
467420	20040929	28.5	1.4	180	69	15.3
467420	20040930	28.9	1	210	60.7	14.09
467420	20041001	27.7	1.9	220	72.6	15.2
467420	20041002	25.9	2.6	220	39.8	12.71
467420	20041003	24.6	2.9	220	76.3	16.72
467420	20041004	24.2	2.2	230	60.3	12.71
467420	20041005	24.3	2.7	240	87.6	17
467420	20041006	24.7	2.6	230	90.4	17.93
467420	20041007	24.4	2.4	220	82.8	15.69
467420	20041008	24.2	4.1	200	89	17.41
467420	20041009	23.7	2.2	240	80.6	15.42
467420	20041010	24.5	1.3	220	89.3	16.4
467420	20041011	23.6	2.1	220	85.2	16.15
467420	20041012	23.7	1.1	230	88.8	16.75
467420	20041013	24.7	1.3	200	92.4	16.99
467420	20041014	24.2	1.4	230	86.5	15.66
467420	20041015	23.6	2.1	240	59.8	12.82
467420	20041016	23.3	2.9	240	75.6	15.36
467420	20041017	23.8	2.4	260	70.5	14.76
467420	20041018	24.2	5	260	88.1	16.07
467420	20041019	23.6	7.3	310	29.7	8.32
467420	20041020	23.7	2.5	110	76.1	14.15
467420	20041021	24.1	1.3	10	85.9	14.29
467420	20041022	24.3	1.2	60	87.6	15.21
467420	20041023	24.5	1.2	70	93.3	16.29
467420	20041024	25	2.2	100	90.8	15.87
467420	20041025	24.5	3.3	290	1.8	3.54
467420	20041026	23.8	4.7	80	67.2	14.09
467420	20041027	23.5	1.7	30	47.8	12.16
467420	20041028	23.2	1.1	30	75.4	13.59
467420	20041029	24.1	1.2	70	91.6	15.53
467420	20041030	24.3	1.5	90	64.1	13.89
467420	20041031	23.5	2	10	92.8	16.18
467420	20041101	23.8	1.2	350	87.6	14.31
467420	20041102	23.5	1.3	90	79.7	12.69
467420	20041103	23.8	0.8	20	85.2	12.29
467420	20041104	24.3	1.7	250	79.9	12.97
467420	20041105	23.8	1.2	130	77.3	11.63
467420	20041106	23.7	1.2	140	86.5	12.42
467420	20041107	23.9	0.9	90	83	12.01
467420	20041108	24.6	1	130	86.7	13.3
467420	20041109	24.8	0.9	70	88.7	12.95
467420	20041110	25.6	0.7	80	82.5	12.44
467420	20041111	25.3	1.3	150	89.9	12.62
467420	20041112	25.1	2	170	86.4	13.65
467420	20041113	25.5	1.3	60	89.2	13
467420	20041114	25.1	1	180	43.8	9.44
467420	20041115	24	3.5	190	66.6	11.16
467420	20041116	22.7	3.1	170	74	11.31
467420	20041117	22.3	2.5	170	67.7	10.59
467420	20041118	21.3	5.1	320	89.8	13.97
467420	20041119	20.1	2.6	90	89.9	12.65
467420	20041120	20.6	1.1	140	87.3	12.26
467420	20041121	21.3	0.9	150	82.8	11.67
467420	20041122	21.8	0.8	90	82	11.6
467420	20041123	22.7	0.3	60	2.8	5.49
467420	20041124	23.8	0.3	50	8.3	5.87
467420	20041125	24.5	0.8	110	50.8	8.36
467420	20041126	23.6	1.8	190	1.8	4.1
467420	20041127	20.5	1.9	170	21.3	6.79
467420	20041128	21.3	1.8	200	62.1	10.63
467420	20041129	21.6	1.4	200	69.6	10.79
467420	20041130	22.1	0.5	90	28.8	7.79
467420	20041201	23.1	1.2	90	15.8	6.52
467420	20041202	23.5	1	120	83.7	11.17
467420	20041203	21.6	1	230	0	0.8
467420	20041204	20.9	6.3	100	20.5	7.02
467420	20041205	18.3	-9997	0	61.5	10.23
467420	20041206	19.2	1.1	110	90.4	12.36
467420	20041207	19.5	-9997	0	89.6	12.11
467420	20041208	18.6	3.5	360	53.2	11.37
467420	20041209	18.9	2.8	20	89.7	12.94
467420	20041210	19.5	2.9	360	92.5	13.38
467420	20041211	20.1	2	360	91.6	11.95
467420	20041212	20.2	5.6	10	92.6	13.12
467420	20041213	19.2	2.4	20	90.8	12.25
467420	20041214	19.9	2.1	320	88.9	12.06
467420	20041215	19.9	2.7	10	93.6	13.86
467420	20041216	20.1	1.8	350	93.6	12.36
467420	20041217	21.1	1.8	300	93.7	12.27
467420	20041218	20.5	2.4	10	39.3	8.76
467420	20041219	21.3	2.1	360	47.8	9.74
467420	20041220	20.1	2.7	20	84.3	11.32
467420	20041221	19.3	2.4	10	78.7	10.99
467420	20041222	20.9	2.7	360	73.1	11.34
467420	20041223	21.2	3.1	10	74.9	11.55
467420	20041224	19.7	3.7	10	70.3	11.24
467420	20041225	19.5	3.3	10	67.4	10.49
467420	20041226	19.8	3.8	360	69.3	11.68
467420	20041227	19.5	5.3	360	82.4	12.44
467420	20041228	17.1	5.4	10	42.1	8.61
467420	20041229	16	4.4	10	93.5	13.59
467420	20041230	18.1	3.7	10	21.5	7
467420	20041231	12.7	9.1	10	80.4	12.03
467420	20050101	10.5	5.5	10	74.7	11.45
467420	20050102	13.5	2.7	10	58.8	10.11
467420	20050103	16.5	3.4	10	13.1	5.98
467420	20050104	18.3	3.7	10	0.9	4.21
467420	20050105	18	3.2	350	35.4	9
467420	20050106	18.4	4.3	10	75.5	12.02
467420	20050107	18.9	3.6	10	77.3	11.61
467420	20050108	18.2	5	10	74.4	11.45
467420	20050109	16.8	4	10	0	3.77
467420	20050110	16.7	4.3	10	9.3	6.95
467420	20050111	17.9	4.3	10	30.6	8.73
467420	20050112	17.7	5.1	10	45.4	9.92
467420	20050113	15.5	5.5	10	8.3	5.22
467420	20050114	13.8	6.9	10	0	2.2
467420	20050115	12.3	6.2	10	58.2	10.2
467420	20050116	12.1	4.6	10	89.6	13.1
467420	20050117	12.8	2.8	10	89.5	12.71
467420	20050118	15.7	2.5	10	76.5	13.16
467420	20050119	16.6	3.2	10	92	13.55
467420	20050120	16.5	4	10	83.6	13.35
467420	20050121	16.5	3.4	360	83.5	12.25
467420	20050122	18	2.8	30	69.7	12.05
467420	20050123	18.9	3.1	360	91.6	14.34
467420	20050124	19.9	2.1	10	86.9	13.74
467420	20050125	21.6	1.8	250	94.1	14.16
467420	20050126	19.7	2.6	360	68.4	11.79
467420	20050127	19.8	2.5	10	78.3	11.72
467420	20050128	18.2	3	10	40.9	9.73
467420	20050129	19.4	3	360	72.7	12.25
467420	20050130	17.5	4.1	350	42.6	9.12
467420	20050131	14.6	4	360	0.9	3.71
467420	20050201	14.4	4	10	11.8	6.08
467420	20050202	15.3	2.4	360	19	6.55
467420	20050203	16.8	2.7	350	60.4	11.25
467420	20050204	20	1.8	10	63.9	10.8
467420	20050205	19.4	2.3	360	76.4	10.61
467420	20050206	21	2.4	10	51.1	10.01
467420	20050207	22.8	1.7	20	92.3	12.89
467420	20050208	19.9	3.1	10	42	9.79
467420	20050209	18.6	3.2	10	44.6	10.17
467420	20050210	18.4	4.3	10	47.2	11.07
467420	20050211	17.4	4.2	10	53.4	13.29
467420	20050212	17.5	4.8	360	81.7	15.01
467420	20050213	17.8	3.7	10	71.8	14.59
467420	20050214	19.2	3	10	72.6	14.58
467420	20050215	23.3	3.2	200	78.6	15.04
467420	20050216	25	2.5	200	96.2	16.38
467420	20050217	23.1	2.6	10	74	14.28
467420	20050218	19.2	3.6	350	41.3	10.99
467420	20050219	12.6	6.3	10	1.8	5.68
467420	20050220	8.8	4.9	10	0.9	0.05
467420	20050221	11.3	2.9	10	0	2.33
467420	20050222	15.9	3.5	10	42.8	10.84
467420	20050223	20.4	2.1	320	50.5	12.15
467420	20050224	23.6	2.1	160	47	11.54
467420	20050225	20.5	2.6	10	4.3	4.46
467420	20050226	17.2	4.4	10	20.8	8.54
467420	20050227	16.8	4.1	360	44.1	11.08
467420	20050228	14.3	5.4	10	7.8	1.85
467420	20050301	15.3	2.9	360	4.3	5.07
467420	20050302	16.2	4.3	10	10.3	7.63
467420	20050303	13.2	6.8	10	0.9	3.73
467420	20050304	12.4	5.1	10	0	3.1
467420	20050305	11.6	5.8	360	88.9	19.52
467420	20050306	12.8	3.2	10	93.9	20.66
467420	20050307	15.4	1.9	330	92	19.28
467420	20050308	17.4	1.5	20	49.3	13.21
467420	20050309	21.3	1.8	360	81.4	17.89
467420	20050310	23.5	3.3	170	76.2	15.89
467420	20050311	23.6	2.3	340	65.9	14.11
467420	20050312	14.8	5.1	10	0	3.03
467420	20050313	9.5	5.3	10	0	0.82
467420	20050314	14	2.2	10	42.9	11.61
467420	20050315	19.1	2.2	20	64.6	15.16
467420	20050316	21.5	1.8	30	88.7	17.76
467420	20050317	22.6	2.7	360	82.7	15.97
467420	20050318	19.2	4.1	10	20.8	9.59
467420	20050319	18.7	2.5	10	9.2	10.36
467420	20050320	19.8	2.6	360	88.9	19.34
467420	20050321	21.1	2.7	10	70.5	18.07
467420	20050322	25.1	3	220	43	13.83
467420	20050323	21.9	5.4	360	65.3	17.17
467420	20050324	18.7	3.4	10	48.6	13.41
467420	20050325	18.7	2.5	360	29.6	13.04
467420	20050326	20.5	2.3	10	35.3	11.74
467420	20050327	23.8	2.7	200	32	10.32
467420	20050328	24.4	1.6	30	16.4	7.14
467420	20050329	23.3	2.9	10	35.1	13.69
467420	20050330	18.8	3.3	10	14.7	8.25
467420	20050331	19.8	3.8	10	22.8	9.47
467420	20050401	21.4	3.5	10	33.3	11.57
467420	20050402	21.1	4.7	350	22.7	9.74
467420	20050403	22.2	2.8	360	71.2	19.37
467420	20050404	20.9	3.3	10	84	18.07
467420	20050405	21.4	1.8	330	63.7	15.93
467420	20050406	23.2	1.6	40	23.3	12.57
467420	20050407	25.5	2.4	240	61.1	17.18
467420	20050408	26.5	2.7	240	85.8	19.72
467420	20050409	26.7	3.7	200	54.4	15.34
467420	20050410	27.1	2.5	250	89.5	19.85
467420	20050411	25.7	2.7	10	71.8	17.73
467420	20050412	25	2.9	10	45.4	13.42
467420	20050413	18.6	4	10	0	1.99
467420	20050414	20.4	1.2	10	0	2.15
467420	20050415	24.7	2	340	72.1	18.23
467420	20050416	25.5	2	260	87	19.86
467420	20050417	25.8	2.5	10	82.1	19.13
467420	20050418	25.4	3	360	79.6	20.11
467420	20050419	26.4	2.1	10	77.9	18.54
467420	20050420	26.3	2	330	65.2	14.41
467420	20050421	26.6	1.7	10	54.9	14.9
467420	20050422	27	1.7	320	41.5	11.99
467420	20050423	27.5	2.7	360	61	16.8
467420	20050424	25.9	3	350	53.1	14.87
467420	20050425	26.1	3	350	61.6	15.77
467420	20050426	24.3	2.1	10	12.4	6.38
467420	20050427	25.3	1.8	260	17.1	9.91
467420	20050428	26.5	2.4	150	10.1	8.91
467420	20050429	27.6	2.7	240	68.9	18.56
467420	20050430	28.5	2.3	210	91.2	22.58
467420	20050501	28.6	2.5	250	91.9	23.46
467420	20050502	28.1	2.4	250	53.2	16.17
467420	20050503	27.8	1.8	300	43.9	11.42
467420	20050504	28.5	2	250	65.3	16.74
467420	20050505	29.1	3.5	160	67.6	18.97
467420	20050506	25.4	3.4	150	3.8	4.05
467420	20050507	27.3	2.7	210	44.4	16.99
467420	20050508	26.7	2.5	150	12.2	8.95
467420	20050509	27.4	2.8	170	39.7	16.41
467420	20050510	23.3	2.5	130	0	2.19
467420	20050511	26.2	2.3	240	48.7	14.1
467420	20050512	27.6	3	180	23.6	10.38
467420	20050513	25.5	2.9	140	-9997	2.71
467420	20050514	-9997	2.7	170	58.4	18.57
467420	20050515	-9997	2.1	320	58.3	16.57
467420	20050516	-9997	2	310	87	23.77
467420	20050517	30.2	2.2	240	78.6	22.86
467420	20050518	29.5	2.1	310	74.8	20.56
467420	20050519	29	2.3	360	59.6	18.28
467420	20050520	27.9	2.9	20	61	17.44
467420	20050521	27.9	2	350	73	20.19
467420	20050522	28.9	2.1	300	88	24.84
467420	20050523	29.3	2	260	82.6	23.38
467420	20050524	27.1	2.3	250	32.3	12.79
467420	20050525	27.4	3.5	10	54.7	18.2
